,Train Project,Test Project,Prediction Score
711,NSPR,Focus-iOS,0.0
712,NSPR,Webtools,0.11
713,NSPR,External Software Affecting Firefox,0.0
714,NSPR,Conduit,0.0
715,NSPR,Data Science,0.0
716,NSPR,Shield,0.0
717,NSPR,Remote Protocol,0.0
718,NSPR,Testing Graveyard,0.0
719,NSPR,Camino Graveyard,0.0
720,NSPR,Core Graveyard,0.0
721,NSPR,Cloud Services Graveyard,0.0
722,NSPR,Firefox Graveyard,0.0
723,NSPR,Add-on SDK Graveyard,0.0
724,NSPR,Firefox for Android Graveyard,0.0
725,NSPR,Toolkit Graveyard,0.0
726,NSPR,Penelope Graveyard,0.0
727,NSPR,Web Compatibility,0.0
728,NSPR,Infrastructure & Operations Graveyard,0.0
729,NSPR,DevTools Graveyard,0.0
730,NSPR,Testopia,1.0
731,NSPR,Directory,1.0
732,mozilla.org,Core,0.36
733,mozilla.org,MailNews Core,0.08
734,mozilla.org,SeaMonkey,0.08
735,mozilla.org,Bugzilla,0.13
736,mozilla.org,Firefox,0.39
737,mozilla.org,Other Applications,0.24
738,mozilla.org,NSS,0.03
739,mozilla.org,Calendar,0.15
740,mozilla.org,Thunderbird,0.09
741,mozilla.org,Marketing,1.0
742,mozilla.org,Toolkit,0.44
743,mozilla.org,NSPR,0.1
744,mozilla.org,Testing,0.5
745,mozilla.org,Firefox Build System,0.5
746,mozilla.org,Socorro,1.0
747,mozilla.org,DevTools,1.0
748,mozilla.org,developer.mozilla.org,1.0
749,mozilla.org,Participation Infrastructure,1.0
750,mozilla.org,www.mozilla.org,1.0
751,mozilla.org,Infrastructure & Operations,1.0
752,mozilla.org,Developer Engagement,1.0
753,mozilla.org,Enterprise Information Security,1.0
754,mozilla.org,Instantbird,1.0
755,mozilla.org,Chat Core,1.0
756,mozilla.org,Mozilla Foundation Communications,1.0
757,mozilla.org,Firefox for Android,1.0
758,mozilla.org,Tree Management,1.0
759,mozilla.org,Community Building,1.0
760,mozilla.org,support.mozilla.org,1.0
761,mozilla.org,bugzilla.mozilla.org,1.0
762,mozilla.org,Developer Documentation,1.0
763,mozilla.org,WebExtensions,1.0
764,mozilla.org,Localization Infrastructure and Tools,1.0
765,mozilla.org,Cloud Services,1.0
766,mozilla.org,Firefox for iOS,1.0
767,mozilla.org,Taskcluster,1.0
768,mozilla.org,GeckoView,1.0
769,mozilla.org,Release Engineering,1.0
770,mozilla.org,Data Platform and Tools,1.0
771,mozilla.org,Developer Services,1.0
772,mozilla.org,Focus-iOS,1.0
773,mozilla.org,Webtools,0.47
774,mozilla.org,External Software Affecting Firefox,1.0
775,mozilla.org,Conduit,1.0
776,mozilla.org,Data Science,1.0
777,mozilla.org,Shield,1.0
778,mozilla.org,Remote Protocol,1.0
779,mozilla.org,Testing Graveyard,1.0
780,mozilla.org,Camino Graveyard,1.0
781,mozilla.org,Core Graveyard,1.0
782,mozilla.org,Cloud Services Graveyard,1.0
783,mozilla.org,Firefox Graveyard,1.0
784,mozilla.org,Add-on SDK Graveyard,1.0
785,mozilla.org,Firefox for Android Graveyard,1.0
786,mozilla.org,Toolkit Graveyard,1.0
787,mozilla.org,Penelope Graveyard,1.0
788,mozilla.org,Web Compatibility,1.0
789,mozilla.org,Infrastructure & Operations Graveyard,1.0
790,mozilla.org,DevTools Graveyard,1.0
791,mozilla.org,Testopia,0.0
792,mozilla.org,Directory,0.0
793,Testing,Core,0.36
794,Testing,MailNews Core,0.08
795,Testing,SeaMonkey,0.08
796,Testing,Bugzilla,0.13
797,Testing,Firefox,0.39
798,Testing,Other Applications,0.24
799,Testing,NSS,0.03
800,Testing,Calendar,0.15
801,Testing,Thunderbird,0.09
802,Testing,Marketing,1.0
803,Testing,Toolkit,0.44
804,Testing,NSPR,0.1
805,Testing,mozilla.org,1.0
806,Testing,Firefox Build System,0.5
807,Testing,Socorro,1.0
808,Testing,DevTools,1.0
809,Testing,developer.mozilla.org,1.0
810,Testing,Participation Infrastructure,1.0
811,Testing,www.mozilla.org,1.0
812,Testing,Infrastructure & Operations,1.0
813,Testing,Developer Engagement,1.0
814,Testing,Enterprise Information Security,1.0
815,Testing,Instantbird,1.0
816,Testing,Chat Core,1.0
817,Testing,Mozilla Foundation Communications,1.0
818,Testing,Firefox for Android,1.0
819,Testing,Tree Management,1.0
820,Testing,Community Building,1.0
821,Testing,support.mozilla.org,1.0
822,Testing,bugzilla.mozilla.org,1.0
823,Testing,Developer Documentation,1.0
824,Testing,WebExtensions,1.0
825,Testing,Localization Infrastructure and Tools,1.0
826,Testing,Cloud Services,1.0
827,Testing,Firefox for iOS,1.0
828,Testing,Taskcluster,1.0
829,Testing,GeckoView,1.0
830,Testing,Release Engineering,1.0
831,Testing,Data Platform and Tools,1.0
832,Testing,Developer Services,1.0
833,Testing,Focus-iOS,1.0
834,Testing,Webtools,0.47
835,Testing,External Software Affecting Firefox,1.0
836,Testing,Conduit,1.0
837,Testing,Data Science,1.0
838,Testing,Shield,1.0
839,Testing,Remote Protocol,1.0
840,Testing,Testing Graveyard,1.0
841,Testing,Camino Graveyard,1.0
842,Testing,Core Graveyard,1.0
843,Testing,Cloud Services Graveyard,1.0
844,Testing,Firefox Graveyard,1.0
845,Testing,Add-on SDK Graveyard,1.0
846,Testing,Firefox for Android Graveyard,1.0
847,Testing,Toolkit Graveyard,1.0
848,Testing,Penelope Graveyard,1.0
849,Testing,Web Compatibility,1.0
850,Testing,Infrastructure & Operations Graveyard,1.0
851,Testing,DevTools Graveyard,1.0
852,Testing,Testopia,0.0
853,Testing,Directory,0.0
854,Firefox Build System,Core,0.36
855,Firefox Build System,MailNews Core,0.08
856,Firefox Build System,SeaMonkey,0.08
857,Firefox Build System,Bugzilla,0.13
858,Firefox Build System,Firefox,0.39
859,Firefox Build System,Other Applications,0.24
860,Firefox Build System,NSS,0.03
861,Firefox Build System,Calendar,0.15
862,Firefox Build System,Thunderbird,0.09
863,Firefox Build System,Marketing,1.0
864,Firefox Build System,Toolkit,0.44
865,Firefox Build System,NSPR,0.1
866,Firefox Build System,mozilla.org,1.0
867,Firefox Build System,Testing,0.5
868,Firefox Build System,Socorro,1.0
869,Firefox Build System,DevTools,1.0
870,Firefox Build System,developer.mozilla.org,1.0
871,Firefox Build System,Participation Infrastructure,1.0
872,Firefox Build System,www.mozilla.org,1.0
873,Firefox Build System,Infrastructure & Operations,1.0
874,Firefox Build System,Developer Engagement,1.0
875,Firefox Build System,Enterprise Information Security,1.0
876,Firefox Build System,Instantbird,1.0
877,Firefox Build System,Chat Core,1.0
878,Firefox Build System,Mozilla Foundation Communications,1.0
879,Firefox Build System,Firefox for Android,1.0
880,Firefox Build System,Tree Management,1.0
881,Firefox Build System,Community Building,1.0
882,Firefox Build System,support.mozilla.org,1.0
883,Firefox Build System,bugzilla.mozilla.org,1.0
884,Firefox Build System,Developer Documentation,1.0
885,Firefox Build System,WebExtensions,1.0
886,Firefox Build System,Localization Infrastructure and Tools,1.0
887,Firefox Build System,Cloud Services,1.0
888,Firefox Build System,Firefox for iOS,1.0
889,Firefox Build System,Taskcluster,1.0
890,Firefox Build System,GeckoView,1.0
891,Firefox Build System,Release Engineering,1.0
892,Firefox Build System,Data Platform and Tools,1.0
893,Firefox Build System,Developer Services,1.0
894,Firefox Build System,Focus-iOS,1.0
895,Firefox Build System,Webtools,0.47
896,Firefox Build System,External Software Affecting Firefox,1.0
897,Firefox Build System,Conduit,1.0
898,Firefox Build System,Data Science,1.0
899,Firefox Build System,Shield,1.0
900,Firefox Build System,Remote Protocol,1.0
901,Firefox Build System,Testing Graveyard,1.0
902,Firefox Build System,Camino Graveyard,1.0
903,Firefox Build System,Core Graveyard,1.0
904,Firefox Build System,Cloud Services Graveyard,1.0
905,Firefox Build System,Firefox Graveyard,1.0
906,Firefox Build System,Add-on SDK Graveyard,1.0
907,Firefox Build System,Firefox for Android Graveyard,1.0
908,Firefox Build System,Toolkit Graveyard,1.0
909,Firefox Build System,Penelope Graveyard,1.0
910,Firefox Build System,Web Compatibility,1.0
911,Firefox Build System,Infrastructure & Operations Graveyard,1.0
912,Firefox Build System,DevTools Graveyard,1.0
913,Firefox Build System,Testopia,0.0
914,Firefox Build System,Directory,0.0
915,Socorro,Core,0.36
916,Socorro,MailNews Core,0.08
917,Socorro,SeaMonkey,0.08
918,Socorro,Bugzilla,0.13
919,Socorro,Firefox,0.39
920,Socorro,Other Applications,0.24
921,Socorro,NSS,0.03
922,Socorro,Calendar,0.15
923,Socorro,Thunderbird,0.09
924,Socorro,Marketing,1.0
925,Socorro,Toolkit,0.44
926,Socorro,NSPR,0.1
927,Socorro,mozilla.org,1.0
928,Socorro,Testing,0.5
929,Socorro,Firefox Build System,0.5
930,Socorro,DevTools,1.0
931,Socorro,developer.mozilla.org,1.0
932,Socorro,Participation Infrastructure,1.0
933,Socorro,www.mozilla.org,1.0
934,Socorro,Infrastructure & Operations,1.0
935,Socorro,Developer Engagement,1.0
936,Socorro,Enterprise Information Security,1.0
937,Socorro,Instantbird,1.0
938,Socorro,Chat Core,1.0
939,Socorro,Mozilla Foundation Communications,1.0
940,Socorro,Firefox for Android,1.0
941,Socorro,Tree Management,1.0
942,Socorro,Community Building,1.0
943,Socorro,support.mozilla.org,1.0
944,Socorro,bugzilla.mozilla.org,1.0
945,Socorro,Developer Documentation,1.0
946,Socorro,WebExtensions,1.0
947,Socorro,Localization Infrastructure and Tools,1.0
948,Socorro,Cloud Services,1.0
949,Socorro,Firefox for iOS,1.0
950,Socorro,Taskcluster,1.0
951,Socorro,GeckoView,1.0
952,Socorro,Release Engineering,1.0
953,Socorro,Data Platform and Tools,1.0
954,Socorro,Developer Services,1.0
955,Socorro,Focus-iOS,1.0
956,Socorro,Webtools,0.47
957,Socorro,External Software Affecting Firefox,1.0
958,Socorro,Conduit,1.0
959,Socorro,Data Science,1.0
960,Socorro,Shield,1.0
961,Socorro,Remote Protocol,1.0
962,Socorro,Testing Graveyard,1.0
963,Socorro,Camino Graveyard,1.0
964,Socorro,Core Graveyard,1.0
965,Socorro,Cloud Services Graveyard,1.0
966,Socorro,Firefox Graveyard,1.0
967,Socorro,Add-on SDK Graveyard,1.0
968,Socorro,Firefox for Android Graveyard,1.0
969,Socorro,Toolkit Graveyard,1.0
970,Socorro,Penelope Graveyard,1.0
971,Socorro,Web Compatibility,1.0
972,Socorro,Infrastructure & Operations Graveyard,1.0
973,Socorro,DevTools Graveyard,1.0
974,Socorro,Testopia,0.0
975,Socorro,Directory,0.0
976,DevTools,Core,0.36
977,DevTools,MailNews Core,0.08
978,DevTools,SeaMonkey,0.08
979,DevTools,Bugzilla,0.13
980,DevTools,Firefox,0.39
981,DevTools,Other Applications,0.24
982,DevTools,NSS,0.03
983,DevTools,Calendar,0.15
984,DevTools,Thunderbird,0.09
985,DevTools,Marketing,1.0
986,DevTools,Toolkit,0.44
987,DevTools,NSPR,0.1
988,DevTools,mozilla.org,1.0
989,DevTools,Testing,0.5
990,DevTools,Firefox Build System,0.5
991,DevTools,Socorro,1.0
992,DevTools,developer.mozilla.org,1.0
993,DevTools,Participation Infrastructure,1.0
994,DevTools,www.mozilla.org,1.0
995,DevTools,Infrastructure & Operations,1.0
996,DevTools,Developer Engagement,1.0
997,DevTools,Enterprise Information Security,1.0
998,DevTools,Instantbird,1.0
999,DevTools,Chat Core,1.0
1000,DevTools,Mozilla Foundation Communications,1.0
1001,DevTools,Firefox for Android,1.0
1002,DevTools,Tree Management,1.0
1003,DevTools,Community Building,1.0
1004,DevTools,support.mozilla.org,1.0
1005,DevTools,bugzilla.mozilla.org,1.0
1006,DevTools,Developer Documentation,1.0
1007,DevTools,WebExtensions,1.0
1008,DevTools,Localization Infrastructure and Tools,1.0
1009,DevTools,Cloud Services,1.0
1010,DevTools,Firefox for iOS,1.0
1011,DevTools,Taskcluster,1.0
1012,DevTools,GeckoView,1.0
1013,DevTools,Release Engineering,1.0
1014,DevTools,Data Platform and Tools,1.0
1015,DevTools,Developer Services,1.0
1016,DevTools,Focus-iOS,1.0
1017,DevTools,Webtools,0.47
1018,DevTools,External Software Affecting Firefox,1.0
1019,DevTools,Conduit,1.0
1020,DevTools,Data Science,1.0
1021,DevTools,Shield,1.0
1022,DevTools,Remote Protocol,1.0
1023,DevTools,Testing Graveyard,1.0
1024,DevTools,Camino Graveyard,1.0
1025,DevTools,Core Graveyard,1.0
1026,DevTools,Cloud Services Graveyard,1.0
1027,DevTools,Firefox Graveyard,1.0
1028,DevTools,Add-on SDK Graveyard,1.0
1029,DevTools,Firefox for Android Graveyard,1.0
1030,DevTools,Toolkit Graveyard,1.0
1031,DevTools,Penelope Graveyard,1.0
1032,DevTools,Web Compatibility,1.0
1033,DevTools,Infrastructure & Operations Graveyard,1.0
1034,DevTools,DevTools Graveyard,1.0
1035,DevTools,Testopia,0.0
1036,DevTools,Directory,0.0
1037,developer.mozilla.org,Core,0.36
1038,developer.mozilla.org,MailNews Core,0.08
1039,developer.mozilla.org,SeaMonkey,0.08
1040,developer.mozilla.org,Bugzilla,0.13
1041,developer.mozilla.org,Firefox,0.39
1042,developer.mozilla.org,Other Applications,0.24
1043,developer.mozilla.org,NSS,0.03
1044,developer.mozilla.org,Calendar,0.15
1045,developer.mozilla.org,Thunderbird,0.09
1046,developer.mozilla.org,Marketing,1.0
1047,developer.mozilla.org,Toolkit,0.44
1048,developer.mozilla.org,NSPR,0.1
1049,developer.mozilla.org,mozilla.org,1.0
1050,developer.mozilla.org,Testing,0.5
1051,developer.mozilla.org,Firefox Build System,0.5
1052,developer.mozilla.org,Socorro,1.0
1053,developer.mozilla.org,DevTools,1.0
1054,developer.mozilla.org,Participation Infrastructure,1.0
1055,developer.mozilla.org,www.mozilla.org,1.0
1056,developer.mozilla.org,Infrastructure & Operations,1.0
1057,developer.mozilla.org,Developer Engagement,1.0
1058,developer.mozilla.org,Enterprise Information Security,1.0
1059,developer.mozilla.org,Instantbird,1.0
1060,developer.mozilla.org,Chat Core,1.0
1061,developer.mozilla.org,Mozilla Foundation Communications,1.0
1062,developer.mozilla.org,Firefox for Android,1.0
1063,developer.mozilla.org,Tree Management,1.0
1064,developer.mozilla.org,Community Building,1.0
1065,developer.mozilla.org,support.mozilla.org,1.0
1066,developer.mozilla.org,bugzilla.mozilla.org,1.0
1067,developer.mozilla.org,Developer Documentation,1.0
1068,developer.mozilla.org,WebExtensions,1.0
1069,developer.mozilla.org,Localization Infrastructure and Tools,1.0
1070,developer.mozilla.org,Cloud Services,1.0
1071,developer.mozilla.org,Firefox for iOS,1.0
1072,developer.mozilla.org,Taskcluster,1.0
1073,developer.mozilla.org,GeckoView,1.0
1074,developer.mozilla.org,Release Engineering,1.0
1075,developer.mozilla.org,Data Platform and Tools,1.0
1076,developer.mozilla.org,Developer Services,1.0
1077,developer.mozilla.org,Focus-iOS,1.0
1078,developer.mozilla.org,Webtools,0.47
1079,developer.mozilla.org,External Software Affecting Firefox,1.0
1080,developer.mozilla.org,Conduit,1.0
1081,developer.mozilla.org,Data Science,1.0
1082,developer.mozilla.org,Shield,1.0
1083,developer.mozilla.org,Remote Protocol,1.0
1084,developer.mozilla.org,Testing Graveyard,1.0
1085,developer.mozilla.org,Camino Graveyard,1.0
1086,developer.mozilla.org,Core Graveyard,1.0
1087,developer.mozilla.org,Cloud Services Graveyard,1.0
1088,developer.mozilla.org,Firefox Graveyard,1.0
1089,developer.mozilla.org,Add-on SDK Graveyard,1.0
1090,developer.mozilla.org,Firefox for Android Graveyard,1.0
1091,developer.mozilla.org,Toolkit Graveyard,1.0
1092,developer.mozilla.org,Penelope Graveyard,1.0
1093,developer.mozilla.org,Web Compatibility,1.0
1094,developer.mozilla.org,Infrastructure & Operations Graveyard,1.0
1095,developer.mozilla.org,DevTools Graveyard,1.0
1096,developer.mozilla.org,Testopia,0.0
1097,developer.mozilla.org,Directory,0.0
1098,Participation Infrastructure,Core,0.36
1099,Participation Infrastructure,MailNews Core,0.08
1100,Participation Infrastructure,SeaMonkey,0.08
1101,Participation Infrastructure,Bugzilla,0.13
1102,Participation Infrastructure,Firefox,0.39
1103,Participation Infrastructure,Other Applications,0.24
1104,Participation Infrastructure,NSS,0.03
1105,Participation Infrastructure,Calendar,0.15
1106,Participation Infrastructure,Thunderbird,0.09
1107,Participation Infrastructure,Marketing,1.0
1108,Participation Infrastructure,Toolkit,0.44
1109,Participation Infrastructure,NSPR,0.1
1110,Participation Infrastructure,mozilla.org,1.0
1111,Participation Infrastructure,Testing,0.5
1112,Participation Infrastructure,Firefox Build System,0.5
1113,Participation Infrastructure,Socorro,1.0
1114,Participation Infrastructure,DevTools,1.0
1115,Participation Infrastructure,developer.mozilla.org,1.0
1116,Participation Infrastructure,www.mozilla.org,1.0
1117,Participation Infrastructure,Infrastructure & Operations,1.0
1118,Participation Infrastructure,Developer Engagement,1.0
1119,Participation Infrastructure,Enterprise Information Security,1.0
1120,Participation Infrastructure,Instantbird,1.0
1121,Participation Infrastructure,Chat Core,1.0
1122,Participation Infrastructure,Mozilla Foundation Communications,1.0
1123,Participation Infrastructure,Firefox for Android,1.0
1124,Participation Infrastructure,Tree Management,1.0
1125,Participation Infrastructure,Community Building,1.0
1126,Participation Infrastructure,support.mozilla.org,1.0
1127,Participation Infrastructure,bugzilla.mozilla.org,1.0
1128,Participation Infrastructure,Developer Documentation,1.0
1129,Participation Infrastructure,WebExtensions,1.0
1130,Participation Infrastructure,Localization Infrastructure and Tools,1.0
1131,Participation Infrastructure,Cloud Services,1.0
1132,Participation Infrastructure,Firefox for iOS,1.0
1133,Participation Infrastructure,Taskcluster,1.0
1134,Participation Infrastructure,GeckoView,1.0
1135,Participation Infrastructure,Release Engineering,1.0
1136,Participation Infrastructure,Data Platform and Tools,1.0
1137,Participation Infrastructure,Developer Services,1.0
1138,Participation Infrastructure,Focus-iOS,1.0
1139,Participation Infrastructure,Webtools,0.47
1140,Participation Infrastructure,External Software Affecting Firefox,1.0
1141,Participation Infrastructure,Conduit,1.0
1142,Participation Infrastructure,Data Science,1.0
1143,Participation Infrastructure,Shield,1.0
1144,Participation Infrastructure,Remote Protocol,1.0
1145,Participation Infrastructure,Testing Graveyard,1.0
1146,Participation Infrastructure,Camino Graveyard,1.0
1147,Participation Infrastructure,Core Graveyard,1.0
1148,Participation Infrastructure,Cloud Services Graveyard,1.0
1149,Participation Infrastructure,Firefox Graveyard,1.0
1150,Participation Infrastructure,Add-on SDK Graveyard,1.0
1151,Participation Infrastructure,Firefox for Android Graveyard,1.0
1152,Participation Infrastructure,Toolkit Graveyard,1.0
1153,Participation Infrastructure,Penelope Graveyard,1.0
1154,Participation Infrastructure,Web Compatibility,1.0
1155,Participation Infrastructure,Infrastructure & Operations Graveyard,1.0
1156,Participation Infrastructure,DevTools Graveyard,1.0
1157,Participation Infrastructure,Testopia,0.0
1158,Participation Infrastructure,Directory,0.0
1159,www.mozilla.org,Core,0.36
1160,www.mozilla.org,MailNews Core,0.08
1161,www.mozilla.org,SeaMonkey,0.08
1162,www.mozilla.org,Bugzilla,0.13
1163,www.mozilla.org,Firefox,0.39
1164,www.mozilla.org,Other Applications,0.24
1165,www.mozilla.org,NSS,0.03
1166,www.mozilla.org,Calendar,0.15
1167,www.mozilla.org,Thunderbird,0.09
1168,www.mozilla.org,Marketing,1.0
1169,www.mozilla.org,Toolkit,0.44
1170,www.mozilla.org,NSPR,0.1
1171,www.mozilla.org,mozilla.org,1.0
1172,www.mozilla.org,Testing,0.5
1173,www.mozilla.org,Firefox Build System,0.5
1174,www.mozilla.org,Socorro,1.0
1175,www.mozilla.org,DevTools,1.0
1176,www.mozilla.org,developer.mozilla.org,1.0
1177,www.mozilla.org,Participation Infrastructure,1.0
1178,www.mozilla.org,Infrastructure & Operations,1.0
1179,www.mozilla.org,Developer Engagement,1.0
1180,www.mozilla.org,Enterprise Information Security,1.0
1181,www.mozilla.org,Instantbird,1.0
1182,www.mozilla.org,Chat Core,1.0
1183,www.mozilla.org,Mozilla Foundation Communications,1.0
1184,www.mozilla.org,Firefox for Android,1.0
1185,www.mozilla.org,Tree Management,1.0
1186,www.mozilla.org,Community Building,1.0
1187,www.mozilla.org,support.mozilla.org,1.0
1188,www.mozilla.org,bugzilla.mozilla.org,1.0
1189,www.mozilla.org,Developer Documentation,1.0
1190,www.mozilla.org,WebExtensions,1.0
1191,www.mozilla.org,Localization Infrastructure and Tools,1.0
1192,www.mozilla.org,Cloud Services,1.0
1193,www.mozilla.org,Firefox for iOS,1.0
1194,www.mozilla.org,Taskcluster,1.0
1195,www.mozilla.org,GeckoView,1.0
1196,www.mozilla.org,Release Engineering,1.0
1197,www.mozilla.org,Data Platform and Tools,1.0
1198,www.mozilla.org,Developer Services,1.0
1199,www.mozilla.org,Focus-iOS,1.0
1200,www.mozilla.org,Webtools,0.47
1201,www.mozilla.org,External Software Affecting Firefox,1.0
1202,www.mozilla.org,Conduit,1.0
1203,www.mozilla.org,Data Science,1.0
1204,www.mozilla.org,Shield,1.0
1205,www.mozilla.org,Remote Protocol,1.0
1206,www.mozilla.org,Testing Graveyard,1.0
1207,www.mozilla.org,Camino Graveyard,1.0
1208,www.mozilla.org,Core Graveyard,1.0
1209,www.mozilla.org,Cloud Services Graveyard,1.0
1210,www.mozilla.org,Firefox Graveyard,1.0
1211,www.mozilla.org,Add-on SDK Graveyard,1.0
1212,www.mozilla.org,Firefox for Android Graveyard,1.0
1213,www.mozilla.org,Toolkit Graveyard,1.0
1214,www.mozilla.org,Penelope Graveyard,1.0
1215,www.mozilla.org,Web Compatibility,1.0
1216,www.mozilla.org,Infrastructure & Operations Graveyard,1.0
1217,www.mozilla.org,DevTools Graveyard,1.0
1218,www.mozilla.org,Testopia,0.0
1219,www.mozilla.org,Directory,0.0
1220,Infrastructure & Operations,Core,0.36
1221,Infrastructure & Operations,MailNews Core,0.08
1222,Infrastructure & Operations,SeaMonkey,0.08
1223,Infrastructure & Operations,Bugzilla,0.13
1224,Infrastructure & Operations,Firefox,0.39
1225,Infrastructure & Operations,Other Applications,0.24
1226,Infrastructure & Operations,NSS,0.03
1227,Infrastructure & Operations,Calendar,0.15
1228,Infrastructure & Operations,Thunderbird,0.09
1229,Infrastructure & Operations,Marketing,1.0
1230,Infrastructure & Operations,Toolkit,0.44
1231,Infrastructure & Operations,NSPR,0.1
1232,Infrastructure & Operations,mozilla.org,1.0
1233,Infrastructure & Operations,Testing,0.5
1234,Infrastructure & Operations,Firefox Build System,0.5
1235,Infrastructure & Operations,Socorro,1.0
1236,Infrastructure & Operations,DevTools,1.0
1237,Infrastructure & Operations,developer.mozilla.org,1.0
1238,Infrastructure & Operations,Participation Infrastructure,1.0
1239,Infrastructure & Operations,www.mozilla.org,1.0
1240,Infrastructure & Operations,Developer Engagement,1.0
1241,Infrastructure & Operations,Enterprise Information Security,1.0
1242,Infrastructure & Operations,Instantbird,1.0
1243,Infrastructure & Operations,Chat Core,1.0
1244,Infrastructure & Operations,Mozilla Foundation Communications,1.0
1245,Infrastructure & Operations,Firefox for Android,1.0
1246,Infrastructure & Operations,Tree Management,1.0
1247,Infrastructure & Operations,Community Building,1.0
1248,Infrastructure & Operations,support.mozilla.org,1.0
1249,Infrastructure & Operations,bugzilla.mozilla.org,1.0
1250,Infrastructure & Operations,Developer Documentation,1.0
1251,Infrastructure & Operations,WebExtensions,1.0
1252,Infrastructure & Operations,Localization Infrastructure and Tools,1.0
1253,Infrastructure & Operations,Cloud Services,1.0
1254,Infrastructure & Operations,Firefox for iOS,1.0
1255,Infrastructure & Operations,Taskcluster,1.0
1256,Infrastructure & Operations,GeckoView,1.0
1257,Infrastructure & Operations,Release Engineering,1.0
1258,Infrastructure & Operations,Data Platform and Tools,1.0
1259,Infrastructure & Operations,Developer Services,1.0
1260,Infrastructure & Operations,Focus-iOS,1.0
1261,Infrastructure & Operations,Webtools,0.47
1262,Infrastructure & Operations,External Software Affecting Firefox,1.0
1263,Infrastructure & Operations,Conduit,1.0
1264,Infrastructure & Operations,Data Science,1.0
1265,Infrastructure & Operations,Shield,1.0
1266,Infrastructure & Operations,Remote Protocol,1.0
1267,Infrastructure & Operations,Testing Graveyard,1.0
1268,Infrastructure & Operations,Camino Graveyard,1.0
1269,Infrastructure & Operations,Core Graveyard,1.0
1270,Infrastructure & Operations,Cloud Services Graveyard,1.0
1271,Infrastructure & Operations,Firefox Graveyard,1.0
1272,Infrastructure & Operations,Add-on SDK Graveyard,1.0
1273,Infrastructure & Operations,Firefox for Android Graveyard,1.0
1274,Infrastructure & Operations,Toolkit Graveyard,1.0
1275,Infrastructure & Operations,Penelope Graveyard,1.0
1276,Infrastructure & Operations,Web Compatibility,1.0
1277,Infrastructure & Operations,Infrastructure & Operations Graveyard,1.0
1278,Infrastructure & Operations,DevTools Graveyard,1.0
1279,Infrastructure & Operations,Testopia,0.0
1280,Infrastructure & Operations,Directory,0.0
1281,Developer Engagement,Core,0.36
1282,Developer Engagement,MailNews Core,0.08
1283,Developer Engagement,SeaMonkey,0.08
1284,Developer Engagement,Bugzilla,0.13
1285,Developer Engagement,Firefox,0.39
1286,Developer Engagement,Other Applications,0.24
1287,Developer Engagement,NSS,0.03
1288,Developer Engagement,Calendar,0.15
1289,Developer Engagement,Thunderbird,0.09
1290,Developer Engagement,Marketing,1.0
1291,Developer Engagement,Toolkit,0.44
1292,Developer Engagement,NSPR,0.1
1293,Developer Engagement,mozilla.org,1.0
1294,Developer Engagement,Testing,0.5
1295,Developer Engagement,Firefox Build System,0.5
1296,Developer Engagement,Socorro,1.0
1297,Developer Engagement,DevTools,1.0
1298,Developer Engagement,developer.mozilla.org,1.0
1299,Developer Engagement,Participation Infrastructure,1.0
1300,Developer Engagement,www.mozilla.org,1.0
1301,Developer Engagement,Infrastructure & Operations,1.0
1302,Developer Engagement,Enterprise Information Security,1.0
1303,Developer Engagement,Instantbird,1.0
1304,Developer Engagement,Chat Core,1.0
1305,Developer Engagement,Mozilla Foundation Communications,1.0
1306,Developer Engagement,Firefox for Android,1.0
1307,Developer Engagement,Tree Management,1.0
1308,Developer Engagement,Community Building,1.0
1309,Developer Engagement,support.mozilla.org,1.0
1310,Developer Engagement,bugzilla.mozilla.org,1.0
1311,Developer Engagement,Developer Documentation,1.0
1312,Developer Engagement,WebExtensions,1.0
1313,Developer Engagement,Localization Infrastructure and Tools,1.0
1314,Developer Engagement,Cloud Services,1.0
1315,Developer Engagement,Firefox for iOS,1.0
1316,Developer Engagement,Taskcluster,1.0
1317,Developer Engagement,GeckoView,1.0
1318,Developer Engagement,Release Engineering,1.0
1319,Developer Engagement,Data Platform and Tools,1.0
1320,Developer Engagement,Developer Services,1.0
1321,Developer Engagement,Focus-iOS,1.0
1322,Developer Engagement,Webtools,0.47
1323,Developer Engagement,External Software Affecting Firefox,1.0
1324,Developer Engagement,Conduit,1.0
1325,Developer Engagement,Data Science,1.0
1326,Developer Engagement,Shield,1.0
1327,Developer Engagement,Remote Protocol,1.0
1328,Developer Engagement,Testing Graveyard,1.0
1329,Developer Engagement,Camino Graveyard,1.0
1330,Developer Engagement,Core Graveyard,1.0
1331,Developer Engagement,Cloud Services Graveyard,1.0
1332,Developer Engagement,Firefox Graveyard,1.0
1333,Developer Engagement,Add-on SDK Graveyard,1.0
1334,Developer Engagement,Firefox for Android Graveyard,1.0
1335,Developer Engagement,Toolkit Graveyard,1.0
1336,Developer Engagement,Penelope Graveyard,1.0
1337,Developer Engagement,Web Compatibility,1.0
1338,Developer Engagement,Infrastructure & Operations Graveyard,1.0
1339,Developer Engagement,DevTools Graveyard,1.0
1340,Developer Engagement,Testopia,0.0
1341,Developer Engagement,Directory,0.0
1342,Enterprise Information Security,Core,0.36
1343,Enterprise Information Security,MailNews Core,0.08
1344,Enterprise Information Security,SeaMonkey,0.08
