,id
31201,378844
31202,1558497
31203,1558498
31204,1427434
31205,1427435
31206,1558506
31207,1558512
31208,1296368
31209,1034230
31210,1558520
31211,378873
31212,378877
31213,1558526
31214,1558525
31215,1296388
31216,1558532
31217,509958
31218,1296390
31219,1558536
31220,1558538
31221,1558540
31222,1558542
31223,1296400
31224,772113
31225,772119
31226,1558553
31227,1558554
31228,1558556
31229,1558557
31230,1558558
31231,1558559
31232,1034273
31233,1034277
31234,1034281
31235,1558570
31236,1558571
31237,1558569
31238,903217
31239,772153
31240,1427514
31241,1427517
31242,1427518
31243,1558593
31244,1296453
31245,1558598
31246,1558604
31247,1558610
31248,1558614
31249,1558620
31250,116842
31251,1558636
31252,903277
31253,1427568
31254,1558642
31255,1558648
31256,1034361
31257,1558650
31258,1296507
31259,1558651
31260,1558653
31261,1558649
31262,1558652
31263,1034368
31264,1165446
31265,1558662
31266,379029
31267,1558677
31268,1427610
31269,1558683
31270,1034403
31271,510119
31272,1296561
31273,1558705
31274,1558706
31275,1427641
31276,1558713
31277,641212
31278,248000
31279,248001
31280,1296582
31281,1427654
31282,1558726
31283,1296591
31284,1296592
31285,1558735
31286,1558738
31287,1558739
31288,1558743
31289,1558749
31290,772321
31291,1165538
31292,1558756
31293,510181
31294,1558757
31295,1558763
31296,1558764
31297,1427701
31298,1558774
31299,1558776
31300,1558780
31301,1296638
31302,1558783
31303,1558784
31304,1427715
31305,1427720
31306,1296653
31307,1558799
31308,1165583
31309,903441
31310,1558811
31311,1427741
31312,903457
31313,903461
31314,1034534
31315,1427755
31316,1558829
31317,510254
31318,379186
31319,510263
31320,1558857
31321,772432
31322,1558874
31323,1558875
31324,1558876
31325,1558877
31326,1558878
31327,1427807
31328,903519
31329,1427809
31330,1558882
31331,1558886
31332,1034599
31333,1558887
31334,1427818
31335,1558890
31336,510316
31337,1296749
31338,1427822
31339,248175
31340,1427823
31341,1558893
31342,1558903
31343,1165687
31344,1558905
31345,510327
31346,1558917
31347,1427845
31348,1558919
31349,1427849
31350,1427850
31351,903564
31352,1558926
31353,1558931
31354,1558932
31355,248217
31356,248235
31357,1427885
31358,903599
31359,1558961
31360,1165746
31361,1558964
31362,1558965
31363,1558969
31364,1296827
31365,1427899
31366,1558982
31367,1558995
31368,1427926
31369,1427928
31370,248290
31371,1165797
31372,903657
31373,772589
31374,772591
31375,1427951
31376,1427953
31377,1427956
31378,1296885
31379,1165816
31380,772606
31381,1296904
31382,1427985
31383,1427987
31384,1427988
31385,1559064
31386,1427999
31387,117279
31388,1034787
31389,1559075
31390,1559076
31391,1559077
31392,510505
31393,1428013
31394,248380
31395,1428030
31396,1296960
31397,1428039
31398,1559120
31399,1559124
31400,117332
31401,772695
31402,1296984
31403,1428058
31404,1428061
31405,1559136
31406,1559143
31407,1165934
31408,1428078
31409,1559156
31410,117371
31411,1559165
31412,1428098
31413,510599
31414,1297033
31415,1428108
31416,248464
31417,1559185
31418,641681
31419,510611
31420,1559192
31421,1297048
31422,1297051
31423,1559195
31424,1297054
31425,510629
31426,117417
31427,1034924
31428,1297072
31429,1297075
31430,1559225
31431,1559231
31432,1559232
31433,1428159
31434,1559234
31435,1559237
31436,1297097
31437,1559243
31438,1297100
31439,1559244
31440,641740
31441,1428176
31442,1559251
31443,1559257
31444,1559268
31445,1559273
31446,1559275
31447,1428208
31448,1035007
31449,1297156
31450,1428235
31451,1559309
31452,1559310
31453,1428241
31454,1559320
31455,1035036
31456,1297182
31457,248610
31458,1428259
31459,1166120
31460,1428269
31461,379694
31462,1559343
31463,1035056
31464,1428274
31465,1559347
31466,1559350
31467,1559356
31468,1428288
31469,1297218
31470,1166147
31471,904003
31472,1428292
31473,1559363
31474,1035079
31475,641866
31476,641869
31477,1428301
31478,1559375
31479,1428306
31480,117587
31481,1559380
31482,1559381
31483,1559382
31484,1559383
31485,1559389
31486,1297247
31487,1297248
31488,1428320
31489,1297251
31490,1559398
31491,1559410
31492,1428339
31493,1559414
31494,1428347
31495,1428348
31496,1428354
31497,1428362
31498,248715
31499,904077
31500,117647
31501,1559443
31502,1559467
31503,1559478
31504,1559482
31505,1559489
31506,1035206
31507,1559495
31508,1559498
31509,1559499
31510,1559500
31511,1559501
31512,1559502
31513,1559504
31514,1559505
31515,1559508
31516,1559509
31517,1428439
31518,1035225
31519,248801
31520,1559526
31521,1559535
31522,1428466
31523,1428470
31524,1559547
31525,1559548
31526,1559552
31527,248834
31528,1559556
31529,1428486
31530,1166347
31531,1428491
31532,510990
31533,379928
31534,1297433
31535,1559578
31536,1297436
31537,1559583
31538,1428516
31539,1559589
31540,1428519
31541,1559592
31542,511028
31543,1035324
31544,248893
31545,248895
31546,1166405
31547,1428555
31548,1559627
31549,1428558
31550,773205
31551,379992
31552,1428570
31553,904291
31554,1559652
31555,511079
31556,1297513
31557,1297515
31558,1559659
31559,1559660
31560,1428598
31561,1297528
31562,1559681
31563,1559689
31564,1297546
31565,1428620
31566,1297551
31567,1428631
31568,1428641
31569,1297576
31570,1428654
31571,773296
31572,1559747
31573,380100
31574,1428676
31575,1428683
31576,1297612
31577,1297619
31578,1559764
31579,1559766
31580,1559768
31581,1559769
31582,1428698
31583,1559770
31584,1428700
31585,1559771
31586,1428703
31587,1428705
31588,1428706
31589,1428707
31590,1428708
31591,1428709
31592,1428710
31593,1428711
31594,117992
31595,1428713
31596,1428714
31597,1428715
31598,1428716
31599,1428718
31600,1559793
31601,1428722
31602,1166581
31603,1428729
31604,1428731
31605,1428732
31606,1428735
31607,1428736
31608,1559813
31609,118025
31610,249098
31611,1559819
31612,1428765
31613,1428766
31614,1428769
31615,1559842
31616,1559841
31617,1559846
31618,1559861
31619,1559866
31620,1035582
31621,1297728
31622,1035587
31623,249159
31624,1297738
31625,1428811
31626,1428817
31627,1559896
31628,1428828
31629,249188
31630,118119
31631,1559912
31632,1297774
31633,1428849
31634,249202
31635,249203
31636,1035637
31637,1297784
31638,1428862
31639,1428869
31640,1035653
31641,773510
31642,1428874
31643,1428878
31644,511382
31645,511384
31646,1559962
31647,1559963
31648,1559965
31649,904607
31650,1559969
31651,1559976
31652,1559979
31653,1559980
31654,1559983
31655,1297843
31656,1428916
31657,1428918
31658,1560000
31659,1560001
31660,1428930
31661,1428932
31662,642503
31663,1428937
31664,1428938
31665,1560013
31666,1560020
31667,1428952
31668,1560029
31669,1560038
31670,1297901
31671,1560046
31672,1166831
31673,1560048
31674,1428977
31675,1035774
31676,1560065
31677,1297923
31678,1560082
31679,1429014
31680,1429017
31681,1429018
31682,1429023
31683,904739
31684,1429029
31685,1560103
31686,249383
31687,511529
31688,1560106
31689,1560110
31690,642607
31691,1560113
31692,1297973
31693,1429047
31694,1166905
31695,1166910
31696,1035844
31697,1166918
31698,1560136
31699,1560138
31700,380493
31701,1298008
31702,118368
31703,1560168
31704,1429101
31705,1166963
31706,1560181
31707,1560184
31708,1560186
31709,1429121
31710,1429124
31711,1560200
31712,1298064
31713,249491
31714,1560214
31715,1560229
31716,1560235
31717,1429171
31718,1560245
31719,249525
31720,1298113
31721,1560260
31722,904906
31723,1560278
31724,1560280
31725,1167080
31726,1560301
31727,1429235
31728,1429239
31729,1560313
31730,1429247
31731,1429260
31732,1560335
31733,1429265
31734,1560343
31735,1429278
31736,1560352
31737,1560353
31738,1560354
31739,249632
31740,1429289
31741,1429298
31742,1429299
31743,1429301
31744,773942
31745,1429303
31746,1560376
31747,1429305
31748,1560377
31749,1429302
31750,1560400
31751,905046
31752,1560406
31753,1560408
31754,1429338
31755,1560410
31756,1560414
31757,118624
31758,1560416
31759,1560417
31760,1560419
31761,1429348
31762,1560418
31763,1560424
31764,1560448
31765,1429384
31766,1560457
31767,118665
31768,1429394
31769,1429396
31770,249750
31771,1429399
31772,1298329
31773,1429403
31774,1560479
31775,774049
31776,905123
31777,1429411
31778,774055
31779,1560490
31780,1429420
31781,1429421
31782,905136
31783,1429428
31784,1429432
31785,1560513
31786,1429455
31787,1429457
31788,1429461
31789,249814
31790,1429463
31791,1429464
31792,1560538
31793,1429468
31794,774108
31795,1429470
31796,1429471
31797,1560545
31798,1429473
31799,1429478
31800,1167335
31801,1560552
31802,1429481
31803,1429482
31804,1429483
31805,1429484
31806,1560555
31807,118766
31808,1429487
31809,1429488
31810,1560566
31811,774135
31812,1560568
31813,1560570
31814,774141
31815,1560580
31816,1429508
31817,1429510
31818,774150
31819,1560584
31820,1429515
31821,1560590
31822,1429521
31823,1429522
31824,1560594
31825,1429524
31826,1429525
31827,1429537
31828,1560621
31829,1560622
31830,905263
31831,1429552
31832,1167410
31833,774194
31834,1560629
31835,1560634
31836,1560635
31837,1429568
31838,1429573
31839,118855
31840,1429577
31841,1298507
31842,1429581
31843,1429582
31844,1429583
31845,249938
31846,774226
31847,1298517
31848,1560664
31849,1429593
31850,1560666
31851,1560667
31852,1167452
31853,1560669
31854,1560665
31855,1560671
31856,905312
31857,249951
31858,1429602
31859,1429606
31860,512106
31861,1429610
31862,1036396
31863,1560683
31864,1429614
31865,1036399
31866,1167472
31867,905330
31868,1560690
31869,1429625
31870,1560699
31871,1560702
31872,1298563
31873,249997
31874,1429656
31875,1560741
31876,1429684
31877,1429686
31878,1167553
31879,1560770
31880,1298629
31881,1429703
31882,1036488
31883,1560776
31884,1429717
31885,905436
31886,1429732
31887,512229
31888,905450
31889,905456
31890,1429747
31891,1298680
31892,643325
31893,1429759
31894,1560834
31895,381191
31896,1298701
31897,512272
31898,1298709
31899,1560855
31900,643352
31901,1429792
31902,1429793
31903,1298722
31904,1298723
31905,905508
31906,1429794
31907,119078
31908,1298726
31909,1298728
31910,1429802
31911,1429805
31912,1429806
31913,1429809
31914,250163
31915,1429813
31916,1429820
31917,1560915
31918,1429847
31919,1560920
31920,1429856
31921,1560931
31922,1429862
31923,1036650
31924,1560940
31925,1167725
31926,1429869
31927,1560941
31928,1560942
31929,1560963
31930,119173
31931,1429896
31932,1560987
31933,1560990
31934,1560995
31935,1561000
31936,1429929
31937,1561001
31938,1561003
31939,1429932
31940,1561007
31941,1561008
31942,1561009
31943,1429940
31944,1167798
31945,1561015
31946,1429945
31947,1429946
31948,1561018
31949,1167806
31950,1429951
31951,1561023
31952,119232
31953,1561022
31954,1561028
31955,1561046
31956,1429976
31957,1561049
31958,1561051
31959,1298910
31960,1429982
31961,1298912
31962,1561058
31963,905700
31964,1429988
31965,1561061
31966,1561062
31967,512501
31968,1430007
31969,1430012
31970,1561085
31971,512510
31972,1561089
31973,1430018
31974,1430019
31975,1430020
31976,1561092
31977,1561095
31978,1561098
31979,1298955
31980,1430028
31981,1430032
31982,1561104
31983,1561108
31984,1430037
31985,1430041
31986,1430042
31987,1430045
31988,1561117
31989,1430047
31990,1430048
31991,1561119
31992,1430050
31993,1430051
31994,1561118
31995,1430053
31996,1561122
31997,1430049
31998,1561133
31999,250413
32000,1430063
32001,1430064
32002,1561145
32003,1167930
32004,1299001
32005,1561150
32006,1561155
32007,905796
32008,1036869
32009,512584
32010,512588
32011,1430092
32012,905814
32013,119384
32014,1561178
32015,905819
32016,1561179
32017,1561181
32018,1430110
32019,1430111
32020,1561180
32021,250460
32022,119394
32023,119410
32024,1561205
32025,250486
32026,119418
32027,1430139
32028,1561215
32029,1036929
32030,905859
32031,1430149
32032,1430150
32033,905863
32034,1561222
32035,119431
32036,512650
32037,1299083
32038,1168010
32039,1561227
32040,1430159
32041,1561232
32042,1430162
32043,1430166
32044,1299102
32045,119459
32046,1299110
32047,1430182
32048,119470
32049,512688
32050,250547
